local_path,split_candidate,polarity,category,source_name,source_url,download_url,original_filename,license,license_url,ai_training_permission,commercial_permission,attribution_required,attribution_text,creator,duration_sec,sample_rate_hz,channels,file_format,downloaded_at,notes
data/external/negatives/cc0/club_bag_equipment/fsd50k__324659__zipper-zip.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/324659/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/324659.wav,324659.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,uEffects,0.610,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Zipper_(clothing); source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__336200__keys-07.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/336200/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/336200.wav,336200.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Anthousai,0.380,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Keys_jangling; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__336608__music-box-wind-up-01.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/336608/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/336608.wav,336608.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Anthousai,4.713,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Tick; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__339640__glas-d1.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/339640/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/339640.wav,339640.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,prodepha,8.778,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Chink_and_clink; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__339642__glas-d7.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/339642/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/339642.wav,339642.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,prodepha,8.105,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Chink_and_clink; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__339647__glas-h3.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/339647/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/339647.wav,339647.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,prodepha,9.029,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Chink_and_clink; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__339951__pencil-tapping.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/339951/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/339951.wav,339951.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,HarryPeeks,25.215,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Tap, Tick; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc0/club_bag_equipment/fsd50k__341579__ice-in-glass.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/341579/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/341579.wav,341579.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,athenspublic,2.229,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Chink_and_clink; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__348280__bell-1.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/348280/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/348280.wav,348280.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,GioMilko,5.000,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__348958__wooden-stick-and-glass.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/348958/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/348958.wav,348958.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Agaxly,3.000,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Chink_and_clink; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__350705__cowbell-multi-01.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/350705/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/350705.wav,350705.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,RP1312,2.419,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__353233__ship-bell-single-ring.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/353233/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/353233.wav,353233.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Sojan,4.345,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__367669__wind-chimes-01.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/367669/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/367669.wav,367669.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,bobv2,23.834,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__375612__cowbell-cowbell-ff-1-wav.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/375612/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/375612.wav,375612.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Samulis,1.981,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__375614__cowbell-cowbell-fff-1-wav.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/375614/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/375614.wav,375614.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Samulis,1.946,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__375626__windchimes-windchimes-asc1-wav.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/375626/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/375626.wav,375626.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Samulis,7.763,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__376462__breaking-glass.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/376462/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/376462.wav,376462.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Mystikuum,6.628,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Chink_and_clink; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__377640__b15.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/377640/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/377640.wav,377640.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,danarobinsondesignsgmailcom,7.719,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__377649__b20.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/377649/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/377649.wav,377649.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,danarobinsondesignsgmailcom,7.681,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__377653__b17.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/377653/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/377653.wav,377653.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,danarobinsondesignsgmailcom,6.936,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__377658__b19.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/377658/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/377658.wav,377658.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,danarobinsondesignsgmailcom,6.827,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__377660__b45.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/377660/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/377660.wav,377660.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,danarobinsondesignsgmailcom,8.651,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__377672__b46.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/377672/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/377672.wav,377672.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,danarobinsondesignsgmailcom,9.381,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__377703__b38.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/377703/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/377703.wav,377703.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,danarobinsondesignsgmailcom,8.239,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__377732__b26.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/377732/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/377732.wav,377732.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,danarobinsondesignsgmailcom,7.523,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__378908__bike-ride-with-bell.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/378908/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/378908.wav,378908.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,13gkopeckak,17.560,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Bell, Bicycle_bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc0/club_bag_equipment/fsd50k__379440__27pop.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/379440/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/379440.wav,379440.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,an2netto,0.676,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Chink_and_clink, Rattle; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc0/club_bag_equipment/fsd50k__380840__glass-bottels-falling.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/380840/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/380840.wav,380840.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Getos,9.770,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Chink_and_clink; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__381636__plastic-pen-ticking-on-a-rock.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/381636/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/381636.wav,381636.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Tumbleweed3288,23.000,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Tick; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__382028__pouring-wine.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/382028/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/382028.wav,382028.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,bfederi1,25.460,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Chink_and_clink; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__382982__champagne-glasses.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/382982/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/382982.wav,382982.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,idabrandao,3.750,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Chink_and_clink; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__383623__bicycle-bell-14.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/383623/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/383623.wav,383623.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,newagesoup,2.917,44100,1,wav,2026-04-23T20:40:18+00:00,"FSD50K label(s): Bell, Bicycle_bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors."
data/external/negatives/cc0/club_bag_equipment/fsd50k__388479__unzip-zip-with-metal-zipper-sound.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/388479/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/388479.wav,388479.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,bbrocer,3.398,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Zipper_(clothing); source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__390159__gas-stove-170427-1445.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/390159/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/390159.wav,390159.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,megashroom,12.446,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Tick; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__390340__teapot-lid-large-170428-1477.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/390340/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/eval/390340.wav,390340.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,megashroom,13.000,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Chink_and_clink; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
data/external/negatives/cc0/club_bag_equipment/fsd50k__396423__glass-bell.wav,trainable,negative,club_bag_equipment,FSD50K,https://freesound.org/s/396423/,https://huggingface.co/datasets/Fhrozen/FSD50k/resolve/main/clips/dev/396423.wav,396423.wav,Creative Commons 0,http://creativecommons.org/publicdomain/zero/1.0/,yes,yes,no,,Joedozer,1.553,44100,1,wav,2026-04-23T20:40:18+00:00,FSD50K label(s): Bell; source clip is CC0/CC-BY. FSD50K aggregate is CC-BY and asks commercial users to contact dataset authors.
